"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-07","8.95",,"0.00","0.0","0.0","60","66","58","  150","  150","17.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-08","9.40",,"0.00","0.0","0.0","65","74","58","  190","  180","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-09","6.49",,"0.00","0.0","0.0","71","79","65","  140","   10","13.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-10","6.04",,"0.02","0.0","0.0","68","72","57","   60","   30","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-11","8.05",,"0.02","0.0","0.0","62","69","56","  110","  130","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-12","10.51",,"0.00","0.0","0.0","61","69","52","  180","  180","23.0","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-13","11.18",,"0.04","0.0","0.0","65","73","62","  230","  220","19.9","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-14","17.22",,"0.00","0.0","0.0","76","85","68","  270","  250","25.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-15","12.30",,"0.00","0.0","0.0","71","77","61","  310","  310","25.1","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-16","10.07",,"0.00","0.0","0.0","71","82","60","  200","  200","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-17","8.50",,"0.00","0.0","0.0","74","87","63","  180","  180","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-18","13.87",,"0.43","0.0","0.0","73","80","67","  250","  260","35.1","44.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-19","10.07",,"0.02","0.0","0.0","80","89","72","  270","  270","23.0","27.1",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-20","8.50",,"0.01","0.0","0.0","73","78","67","  180","  180","18.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-21","7.83",,"0.28","0.0","0.0","72","82","66","   20","   10","16.1","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-22","11.18",,"0.04","0.0","0.0","68","71","63","  120","  130","21.0","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-23","8.05",,"0.00","0.0","0.0","65","67","63","   50","   90","16.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-24","9.62",,"0.17","0.0","0.0","69","77","65","   20","  190","21.0","25.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-25","11.41",,"0.00","0.0","0.0","75","82","65","  330","  330","25.1","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-26","11.63",,"0.00","0.0","0.0","68","73","61","  180","  190","18.1","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-27","12.53",,"0.02","0.0","0.0","69","73","63","  180","  150","21.0","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-28","11.18",,"0.93","0.0","0.0","72","80","70","  170","  170","23.9","31.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-29","8.95",,"0.00","0.0","0.0","78","91","70","  230","  290","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-06-30","6.93",,"0.00","0.0","0.0","82","88","70","  190","  190","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-01","6.71",,"0.00","0.0","0.0","82","94","73","  180","  180","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-02","6.93",,"0.00","0.0","0.0","82","91","74","  160","  150","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-03","6.49",,"0.01","0.0","0.0","78","86","74","  170","  180","14.1","17.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-04","6.71",,"0.00","0.0","0.0","79","86","75","  160","  160","14.1","15.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-05","12.75",,"0.00","0.0","0.0","79","86","75","  180","  180","28.0","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-06","13.20",,"0.11","0.0","0.0","78","84","69","  360","  360","30.0","36.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-07","10.07",,"0.00","0.0","0.0","71","75","61","  360","  360","25.1","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-08","6.71",,"0.00","0.0","0.0","69","78","59","  170","  190","13.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-09","11.41",,"0.00","0.0","0.0","72","83","64","  180","  180","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-10","9.62",,"0.00","0.0","0.0","77","89","67","  180","  190","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-11","10.07",,"0.00","0.0","0.0","78","88","70","  360","  360","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-12","7.16",,"0.00","0.0","0.0","74","83","68","  160","  320","13.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-13","9.84",,"0.00","0.0","0.0","74","81","65","  180","  170","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-14","12.08",,"0.28","0.0","0.0","76","85","67","  330","  330","33.1","40.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-15","9.17",,"0.60","0.0","0.0","75","82","69","  300","  300","17.0","21.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-16","11.18",,"0.00","0.0","0.0","78","87","73","  180","  170","23.9","30.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-17","10.51",,"0.68","0.0","0.0","76","83","71","  330","  340","25.1","33.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-18","12.75",,"0.00","0.0","0.0","76","87","68","  360","  360","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-19","8.72",,"0.00","0.0","0.0","75","81","66","  170","  170","14.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-20","8.50",,"0.00","0.0","0.0","74","80","66","  150","  150","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-21","14.32",,"0.58","0.0","0.0","72","77","66","   90","   70","28.0","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-22","19.01",,"0.93","0.0","0.0","73","78","71","   90","  100","33.1","44.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-23","16.78",,"0.07","0.0","0.0","75","79","73","  140","  150","23.9","33.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-24","17.22",,"0.00","0.0","0.0","77","83","74","  140","  150","23.0","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-25","15.66",,"0.30","0.0","0.0","76","81","72","  160","  160","25.1","32.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-26","10.96",,"0.00","0.0","0.0","77","85","72","  180","  210","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-27","7.61",,"1.17","0.0","0.0","78","86","69","  260","  260","33.1","40.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-28","6.71",,"0.00","0.0","0.0","76","85","71","  190","  190","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-29","11.41",,"0.00","0.0","0.0","77","83","71","  200","  200","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-30","6.04",,"0.02","0.0","0.0","75","81","69","  210","  200","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-07-31","7.83",,"0.00","0.0","0.0","73","79","67","  140","  140","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-01","15.43",,"0.02","0.0","0.0","78","84","75","  190","  190","28.0","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-02","14.32",,"0.02","0.0","0.0","80","85","76","  190","  180","29.1","34.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-03","11.18",,"0.05","0.0","0.0","78","84","73","  200","  200","25.1","30.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-04","10.96",,"0.17","0.0","0.0","77","86","73","  200","  200","21.0","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-05","7.83",,"0.00","0.0","0.0","81","88","73","  200","  200","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-06","10.74",,"0.00","0.0","0.0","82","89","75","  190","  190","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-07","12.30",,"0.74","0.0","0.0","80","85","72","  310","  300","28.0","33.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-08","9.62",,"0.01","0.0","0.0","78","85","73","  190","  190","21.0","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-09","9.62",,"0.30","0.0","0.0","82","90","74","  310","  300","21.9","27.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-10","8.28",,"0.00","0.0","0.0","80","86","69","  230","  220","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-11","7.61",,"0.33","0.0","0.0","75","79","70","  290","  290","21.9","25.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-12","6.49",,"1.84","0.0","0.0","76","83","71","   70","   50","19.9","30.0","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-13","9.17",,"0.60","0.0","0.0","74","77","71","   40","   40","16.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-14","9.62",,"0.14","0.0","0.0","75","82","70","  230","  240","21.0","23.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-15","11.41",,"0.00","0.0","0.0","78","89","71","  300","  310","17.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-16","9.40",,"0.00","0.0","0.0","82","89","74","  200","  210","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-17","11.41",,"0.03","0.0","0.0","80","85","74","  180","  180","23.9","31.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-18","10.29",,"0.14","0.0","0.0","79","86","71","  240","  240","23.0","28.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-19","11.41",,"0.02","0.0","0.0","71","73","67","   40","   50","21.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-20","7.16",,"0.00","0.0","0.0","70","74","67","   30","   30","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-21","10.07",,"0.00","0.0","0.0","70","76","64","  120","  130","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-22","13.20",,"0.26","0.0","0.0","77","86","71","  280","  270","25.1","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-23","11.18",,"0.01","0.0","0.0","74","80","66","  330","  330","19.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-24","6.49",,"0.00","0.0","0.0","74","81","62","  170","  170","16.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-25","6.49",,"0.00","0.0","0.0","73","79","64","  120","  140","13.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-26","11.41",,"0.00","0.0","0.0","73","81","66","  180","  190","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-27","8.72",,"0.00","0.0","0.0","79","87","73","  190","  190","17.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-28","10.29",,"0.00","0.0","0.0","82","90","76","  190","  190","21.0","23.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-29","9.84",,"0.00","0.0","0.0","84","92","73","  240","  250","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-30","10.51",,"0.00","0.0","0.0","83","92","77","  330","  320","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-08-31","13.65",,"0.00","0.0","0.0","76","77","71","   90","  100","21.0","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-01","8.72",,"0.01","0.0","0.0","72","77","68","   90","  100","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-02","7.38",,"0.00","0.0","0.0","72","80","64","  180","  160","14.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-03","9.84",,"0.00","0.0","0.0","78","84","75","  190","  190","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-04","6.49",,"0.00","0.0","0.0","83","93","76","  210","   20","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-05","8.28",,"0.00","0.0","0.0","80","87","74","  160","  140","14.1","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-06","10.51",,"0.69","0.0","0.0","80","89","73","   20","   20","25.9","32.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-07","8.95",,"0.00","0.0","0.0","74","77","70","   10","   60","14.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-08","12.08",,"0.04","0.0","0.0","69","72","62","   30","   30","19.9","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-09","12.53",,"0.44","0.0","0.0","61","63","56","   60","   60","18.1","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-10","14.54",,"1.25","0.0","0.0","60","65","56","   80","   70","25.1","34.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-11","4.03",,"0.27","0.0","0.0","68","76","64","   40","   30","8.9","11.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-12","3.80",,"0.04","0.0","0.0","74","79","71","   90","  100","12.1","14.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-13","9.17",,"0.11","0.0","0.0","72","78","69","   60","   60","14.1","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-14","9.17",,"0.00","0.0","0.0","71","78","67","  110","  120","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-15","5.37",,"0.00","0.0","0.0","71","79","65","  150","  140","12.1","15.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-16","5.37",,"0.00","0.0","0.0","72","80","64","  190","  190","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-17","8.95",,"0.00","0.0","0.0","72","79","65","  160","  160","18.1","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-18","12.30",,"0.67","0.0","0.0","75","81","70","  190","  190","23.9","30.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-19","9.84",,"0.00","0.0","0.0","74","84","67","   30","   50","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-20","6.93",,"0.00","0.0","0.0","68","73","64","   60","   70","14.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-21","14.76",,"0.00","0.0","0.0","69","73","67","  190","  190","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-22","12.75",,"0.00","0.0","0.0","72","75","63","  340","  330","25.9","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-23","6.04",,"0.04","0.0","0.0","63","69","61","   60","   10","10.1","13.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-24","13.42",,"0.00","0.0","0.0","63","71","57","  100","  100","25.1","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-25","14.99",,"0.81","0.0","0.0","65","73","58","  110","  120","28.0","35.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-26","13.42",,"0.36","0.0","0.0","73","79","64","  190","  180","21.0","27.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-27","12.75",,"0.00","0.0","0.0","69","75","61","  120","  360","19.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-28","10.51",,"1.26","0.0","0.0","62","65","56","   20","   10","23.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-29","7.61",,"0.00","0.0","0.0","65","76","58","  350","  350","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-09-30","7.61",,"0.00","0.0","0.0","63","70","54","  200","  190","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-01","10.74",,"0.00","0.0","0.0","68","75","63","  180","  190","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-02","12.75",,"0.33","0.0","0.0","70","77","65","  270","  270","32.0","40.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-03","8.72",,"0.00","0.0","0.0","70","78","63","  310","  320","17.0","23.0",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-04","7.38",,"0.04","0.0","0.0","67","75","59","  190","  190","18.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-05","10.51",,"0.00","0.0","0.0","67","71","61","   10","  360","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-06","9.62",,"0.00","0.0","0.0","64","69","63","  200","  190","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-07","7.61",,"0.00","0.0","0.0","71","80","69","  200","  210","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-08","10.51",,"0.00","0.0","0.0","67","71","64","  100","   90","17.0","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-09","6.71",,"0.00","0.0","0.0","69","74","67","  200","  200","13.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-10","8.05",,"0.00","0.0","0.0","70","77","66","  180","  180","16.1","19.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-11","10.96",,"1.03","0.0","0.0","72","76","67","  190","  190","32.0","38.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-12","18.34",,"0.77","0.0","0.0","64","70","51","  360","   10","32.0","44.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-13","8.50",,"0.05","0.0","0.0","53","58","48","  300","  300","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-14","6.71",,"0.00","0.0","0.0","53","59","46","  240","  230","15.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-15","12.53",,"0.07","0.0","0.0","59","68","52","  300","  290","30.0","38.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-16","16.11",,"0.01","0.0","0.0","56","62","47","  330","  330","28.0","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-17","18.57",,"0.00","0.0","0.0","55","63","47","  300","  320","31.1","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-18","15.21",,"0.00","0.0","0.0","48","52","41","  330","  330","29.1","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-19","13.87",,"0.00","0.0","0.0","50","60","41","  210","  220","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-20","14.09",,"0.08","0.0","0.0","58","63","52","  270","  270","21.9","27.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-21","19.69",,"0.01","0.0","0.0","49","53","40","  310","  320","35.1","42.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-22","11.18",,"0.00","0.0","0.0","44","52","39","  240","  230","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-23","11.86",,"0.00","0.0","0.0","54","63","47","  320","  320","25.9","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-24","17.00",,"0.00","0.0","0.0","51","56","44","  330","  340","28.0","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-25","13.42",,"0.00","0.0","0.0","47","53","40","  320","  320","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-26","5.59",,"0.03","0.0","0.0","43","49","36","   70","   70","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-27","20.58",,"0.84","0.0","0.0","48","58","43","   50","   60","35.1","42.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-28","11.86",,"0.05","0.0","0.0","50","54","46","  250",,"16.1",,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-29","15.88",,"0.01","0.0","0.0","53","58","47","  300","  250","23.9","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-30","12.30",,"0.00","0.0","0.0","50","57","43","  310","  310","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-10-31","9.62",,"0.00","0.0","0.0","51","63","38","  180","  190","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2018-11-01","10.51",,"0.00","0.0","0.0","58","66","51","  180","  190","23.0","29.1",,,,,,,,
